,comment,sentiment,text
33,【位置】恒隆六楼，看见鼎泰丰后在一直往前走，排队人多的就是了。【环境】面积挺大的，可以容纳桌数在恒隆这些餐厅里绝对是前几名。很亮堂，就餐环境还不错，稍微有些吵。【菜品】因为是闺蜜男朋友第一次见我们几个人儿，所以一激动点多了。#妈妈熏排骨#不知道是不是这个菜名，肉挺多的，味儿也不错，比我第一次来这里时候吃的要好吃，推荐。#妈妈大拉皮#挺大一份的，味道不错，拉皮太有嚼劲儿了。但是不明白为什么用那么平的一个盘子装，酱料都流出来了，也不方便搅拌，这个有待改进。#奶香饼#味道不错，但稍微有点油#什么豆腐#味道一般，挺普通的#什么汤#本来我们没点的，服务员可能错看了，意外点上的，还挺鲜挺好喝的，那个绿色的菜他们说是小白菜。#酸菜鱼#我没怎么吃，我吃的那块刚好有一大块鱼皮，有点腥。#金牌烤蛏#我得最爱，每次必点，就是量有点少。#鱼香肉丝#忘了拍照了，应该是没动过筷子吧，最后全部打包了。太开心的一餐了，四个人点了八个菜……这个新加入的小哥哥真敞亮，已收买闺蜜团成员，对我们的小姐妹好点，点评为证！,1,【 位置 】 恒隆 六楼 ， 看见 鼎泰 丰后 在 一直 往前走 ， 排队 人多 的 就是 了 。 【 环境 】 面积 挺大 的 ， 可以 容纳 桌数 在 恒隆 这些 餐厅 里 绝对 是 前 几名 。 很 亮堂 ， 就餐 环境 还 不错 ， 稍微 有些 吵 。 【 菜品 】 因为 是 闺蜜 男朋友 第一次 见 我们 几个 人儿 ， 所以 一 激动 点多 了 。 # 妈妈 熏 排骨 # 不 知道 是不是 这个 菜名 ， 肉 挺 多 的 ， 味儿 也 不错 ， 比 我 第一次 来 这里 时候 吃 的 要 好吃 ， 推荐 。 # 妈妈 大 拉皮 # 挺大 一份 的 ， 味道 不错 ， 拉皮 太有 嚼 劲儿 了 。 但是 不 明白 为什么 用 那么 平 的 一个 盘子 装 ， 酱料 都 流 出来 了 ， 也 不 方便 搅拌 ， 这个 有待 改进 。 # 奶 香饼 # 味道 不错 ， 但 稍微 有点 油 # 什么 豆腐 # 味道 一般 ， 挺 普通 的 # 什么 汤 # 本来 我们 没点 的 ， 服务员 可能 错看 了 ， 意外 点上 的 ， 还 挺鲜 挺 好喝 的 ， 那个 绿色 的 菜 他们 说 是 小白菜 。 # 酸菜鱼 # 我 没 怎么 吃 ， 我 吃 的 那块 刚好 有 一大块 鱼皮 ， 有点 腥 。 # 金牌 烤 蛏 # 我 得 最 爱 ， 每次 必点 ， 就是 量 有点 少 。 # 鱼香肉丝 # 忘 了 拍照 了 ， 应该 是 没动 过 筷子 吧 ， 最后 全部 打包 了 。 太 开心 的 一餐 了 ， 四个 人点 了 八个 菜 … … 这个 新 加入 的 小 哥哥 真 敞亮 ， 已 收买 闺蜜团 成员 ， 对 我们 的 小 姐妹 好点 ， 点评 为证 ！
34,孩子超喜欢这里，我都不知道为嘛！吃的东西跟巴西烤肉差不多，有一些蟹腿啊什么的，不过我觉得不新鲜，就烤肉还不错，不过，啤酒不免费，免费的饮料比较差，78一位的价格还真不如加点去星级酒店吃自助餐，总之以后不想去了。人山人海，排队的人这个多啊，进不去还打架，就这人的素质也够了，多加几十去吃点好的，也不能跟这帮哄抢的人一起吃饭，你说一个人弄两盘子虾，你是这辈子没吃过还是怎样呢。哎，让我想起了泰国那些个丢人丢到外国的。,1,孩子 超 喜欢 这里 ， 我 都 不 知道 为 嘛 ！ 吃 的 东西 跟 巴西 烤肉 差不多 ， 有 一些 蟹 腿 啊 什么 的 ， 不过 我 觉得 不 新鲜 ， 就 烤肉 还 不错 ， 不过 ， 啤酒 不 免费 ， 免费 的 饮料 比较 差 ， 78 一位 的 价格 还 真 不如 加点 去 星级 酒店 吃 自助餐 ， 总之 以后 不想 去 了 。 人山人海 ， 排队 的 人 这个 多 啊 ， 进不去 还 打架 ， 就 这 人 的 素质 也 够 了 ， 多加 几十 去 吃 点 好 的 ， 也 不能 跟 这帮 哄抢 的 人 一起 吃饭 ， 你 说 一个 人 弄 两 盘子 虾 ， 你 是 这辈子 没吃过 还是 怎样 呢 。 哎 ， 让 我 想起 了 泰国 那些 个 丢人 丢 到 外国 的 。
35,还是可以的，稠的小吊梨汤挺好喝的，同桌的人说喝下去感觉咳嗽立马好多了😂也许心理作用吧。梨球虾比较特色，豌豆黄也挺正宗的。烤鸭觉得平平。想点干酪鱼、杏仁豆腐都没有了。想来真的要趁早来排队，人挺多的，我们去的人还不算最多，也等了将近一小时。等饿了门口有煮鸡蛋夹各种酱发，按人头发，不能代领。还有炸虾片、柠檬水自取。,1,还是 可以 的 ， 稠 的 小 吊梨汤 挺 好喝 的 ， 同桌 的 人 说 喝下去 感觉 咳嗽 立马 好多 了 😂 也许 心理作用 吧 。 梨球 虾 比较 特色 ， 豌豆黄 也 挺 正宗 的 。 烤鸭 觉得 平平 。 想点 干酪 鱼 、 杏仁豆腐 都 没有 了 。 想来 真的 要 趁早 来 排队 ， 人 挺 多 的 ， 我们 去 的 人 还 不算 最 多 ， 也 等 了 将近 一 小时 。 等 饿 了 门口 有 煮 鸡蛋 夹 各种 酱发 ， 按人 头发 ， 不能 代领 。 还有 炸 虾片 、 柠檬水 自取 。
36,说实话，就是一次可以，吃多了就没劲了。不是很东北的菜，所以就像快餐！量越来越少！,0,说实话 ， 就是 一次 可以 ， 吃 多 了 就 没劲 了 。 不是 很 东北 的 菜 ， 所以 就 像 快餐 ！ 量 越来越少 ！
37,去的比较晚，大概是下午一点半后了，服务员大部分正在收拾，上菜比较快，各种烤肉都快，就是自取的菜基本都没了,1,去 的 比较 晚 ， 大概 是 下午 一点半 后 了 ， 服务员 大部分 正在 收拾 ， 上菜 比较 快 ， 各种 烤肉 都 快 ， 就是 自取 的 菜 基本 都 没 了
38,可能是他家一直很，几次被全面排号太多望而却步的缘故，今天有一种牢底坐穿的决心，终于吃到了！心中狂喜！按照大家评论一一点过来，味道还不错，但是没用惊艳的感觉，品种也真心单一，主食品种少的可怜！与其说是一家餐厅，倒不如说是一家☕️店更加贴切吧！,1,可能 是 他家 一直 很 ， 几次 被 全面 排号 太 多 望而却步 的 缘故 ， 今天 有 一种 牢底 坐 穿 的 决心 ， 终于 吃 到 了 ！ 心中 狂喜 ！ 按照 大家 评论 一 一点 过来 ， 味道 还 不错 ， 但是 没用 惊艳 的 感觉 ， 品种 也 真心 单一 ， 主食 品种 少 的 可怜 ！ 与其说是 一家 餐厅 ， 倒不如说 是 一家 ☕ ️ 店 更加 贴切 吧 ！
39,在二楼小阳台吃的，晚上点了小蜡烛，挺有情调的，味道还不错，不过稍微有点儿腻，形式大于内容,1,在 二楼 小 阳台 吃 的 ， 晚上 点 了 小 蜡烛 ， 挺 有 情调 的 ， 味道 还 不错 ， 不过 稍微 有点儿 腻 ， 形式 大于 内容
40,还是吃自助好啊，他们家的蜜汁梅肉真的很好吃，而且蛋塔和蛋糕都不错，性价比很高推荐,1,还是 吃 自助 好 啊 ， 他们 家 的 蜜汁 梅肉 真的 很 好吃 ， 而且 蛋塔 和 蛋糕 都 不错 ， 性价比 很 高 推荐
41,雪冰好棒阿 薯条好吃～焗饭和意面好吃～还有西瓜雪梨汁,1,雪冰好 棒 阿   薯条 好吃 ～ 焗 饭 和 意面 好吃 ～ 还有 西瓜 雪 梨汁
42,怎么说呢，我就觉得东北菜特别不实诚。在北京有很多家分店，吃起来也都是一样。看起来很精致，实际上很粗糙。用一个例子来证明吧，土豆丝！这道菜很好基本功，盘子端上来，摆盘很凌乱，虽然盘子很精致，口感上无论是机器削的还是手切的，吃的就很面。居然杯子里还有头发 为啥还要排队呢！,0,怎么 说 呢 ， 我 就 觉得 东北菜 特别 不 实诚 。 在 北京 有 很多 家 分店 ， 吃 起来 也 都 是 一样 。 看起来 很 精致 ， 实际上 很 粗糙 。 用 一个 例子 来 证明 吧 ， 土豆丝 ！ 这 道菜 很 好 基本功 ， 盘子 端上来 ， 摆盘 很 凌乱 ， 虽然 盘子 很 精致 ， 口感 上 无论是 机器 削 的 还是 手切 的 ， 吃 的 就 很面 。 居然 杯子 里 还有 头发   为啥 还要 排队 呢 ！
43,菜都有点儿偏甜口，肚挺好吃的呢,1,菜 都 有点儿 偏甜口 ， 肚 挺好吃 的 呢
44,一白遮百丑，一个难吃到家呢?我给一万个差评！太甜了，太难吃了,0,一白 遮百丑 ， 一个 难吃 到家 呢 ? 我 给 一万个 差评 ！ 太甜 了 ， 太 难吃 了
45,慕名而来，口味还不错只是上菜很慢，难怪总要排队,1,慕名而来 ， 口味 还 不错 只是 上菜 很 慢 ， 难怪 总 要 排队
46,真的好难吃，排了100多号，进去了招牌菜一个没有，上来主食都是凉的，叫服务员拿餐具半天没拿来，真心差啊,0,真的 好 难吃 ， 排 了 100 多号 ， 进去 了 招牌菜 一个 没有 ， 上来 主食 都 是 凉 的 ， 叫 服务员 拿 餐具 半天 没 拿来 ， 真心 差 啊
47,等位一个多小时 点菜20分钟 上菜20分钟。呵呵……有空位也不让坐 非得坐高位吧台。至于口味，呵呵，我只能说不高于此类型餐厅。真心想说这么火都是炒起来的吧？！,0,等位 一个多 小时   点菜 20 分钟   上菜 20 分钟 。 呵呵 … … 有 空位 也 不让 坐   非得 坐 高位 吧台 。 至于 口味 ， 呵呵 ， 我 只能 说 不 高于 此 类型 餐厅 。 真 心想 说 这么 火 都 是 炒起来 的 吧 ？ ！
48,一般～服务态度有点差～菜品味道凑合吧～,0,一般 ～ 服务态度 有点 差 ～ 菜品 味道 凑合 吧 ～
49,菜品是不错，生意也很好，但是说实在的，你们店里服务员的态度真心的差，你们领导都没有好好培训吗，吃饭也需要吃个心情不是吗,0,菜品 是 不错 ， 生意 也 很 好 ， 但是 说 实在 的 ， 你们 店里 服务员 的 态度 真心 的 差 ， 你们 领导 都 没有 好好 培训 吗 ， 吃饭 也 需要 吃个 心情 不是 吗
50,醒来已经过了午饭点！各种饭馆已经毕餐！打电话若干感兴趣的饭馆！无奈，直接去了恒隆！纠结了一下乾元和这里！想着来过这里比较好吃还是这里吧！然后先生说换换点吧！别总是那几个！换了以后就蒙了…… 《婆家豆腐！》真是看出来婆家了！木有肉，有也就一点！味道太一般了！就两个虾仁！！！严重不推荐！《果酒》第二个图片！倒置的瓶子里面酒是酸的！不好喝！下面的水果有西瓜和芒果！都是小丁！西瓜不甜芒果还行！味道差强人意！39的价格也是令人汗颜了！《妈妈三杯鸡》并不入味！我觉得这道菜改名叫三杯姜蒜比较贴切！味道太甜了！而且刨除去里面的姜蒜几乎不剩多少！大家看第四个照片!第五个是摘除去剩下的样子！！《金牌小羊腿》不得不说这个是羊腿拆了弄成渣渣裹着糊炸的！口感一般！都是鸡蛋味！不推荐！《红烧肉》第一个点的！1.5h以后才上！！！！真的是肉需要买嘛？！味道太太太一般！《妈妈拉皮》没有照！配菜越来越少！酱料的咸酸愈加厚重！懒得拍照！量小了太多！！！这次颠覆了我对北李妈妈的好印象！！严重不推荐！！！！从菜到饮料！太差劲！就剩下环境和态度了！！上菜太慢，而且是非高峰期去的还那么多人！！！催了多少次也没用！下次也不会再去了！！！这个价格真心不值！,0,醒来 已经 过 了 午饭 点 ！ 各种 饭馆 已经 毕餐 ！ 打电话 若干 感兴趣 的 饭馆 ！ 无奈 ， 直接 去 了 恒隆 ！ 纠结 了 一下 乾元 和 这里 ！ 想着 来过 这里 比较 好吃 还是 这里 吧 ！ 然后 先生 说 换换 点 吧 ！ 别 总是 那 几个 ！ 换 了 以后 就 蒙 了 … …   《 婆家 豆腐 ！ 》 真是 看 出来 婆家 了 ！ 木有 肉 ， 有 也 就 一点 ！ 味道 太 一般 了 ！ 就 两个 虾仁 ！ ！ ！ 严重 不 推荐 ！ 《 果酒 》 第二个 图片 ！ 倒置 的 瓶子 里面 酒 是 酸 的 ！ 不 好喝 ！ 下面 的 水果 有 西瓜 和 芒果 ！ 都 是 小丁 ！ 西瓜 不甜 芒果 还 行 ！ 味道 差强人意 ！ 39 的 价格 也 是 令人 汗颜 了 ！ 《 妈妈 三杯 鸡 》 并 不 入味 ！ 我 觉得 这 道菜 改名 叫 三杯 姜蒜 比较 贴切 ！ 味道 太甜 了 ！ 而且 刨除 去 里面 的 姜蒜 几乎 不 剩 多少 ！ 大家 看 第四个 照片 ! 第五个 是 摘除 去 剩下 的 样子 ！ ！ 《 金牌 小 羊腿 》 不得不 说 这个 是 羊腿 拆 了 弄 成渣 渣 裹 着 糊炸 的 ！ 口感 一般 ！ 都 是 鸡蛋 味 ！ 不 推荐 ！ 《 红烧肉 》 第一个 点 的 ！ 1.5 h 以后 才 上 ！ ！ ！ ！ 真的 是 肉 需要 买 嘛 ？ ！ 味道 太太 太 一般 ！ 《 妈妈 拉皮 》 没有 照 ！ 配菜 越来越少 ！ 酱料 的 咸酸 愈加 厚重 ！ 懒得 拍照 ！ 量 小 了 太 多 ！ ！ ！ 这次 颠覆 了 我 对北 李妈妈 的 好 印象 ！ ！ 严重 不 推荐 ！ ！ ！ ！ 从菜 到 饮料 ！ 太 差劲 ！ 就 剩下 环境 和 态度 了 ！ ！ 上菜 太慢 ， 而且 是非 高峰期 去 的 还 那么 多人 ！ ！ ！ 催 了 多少 次 也 没用 ！ 下次 也 不会 再 去 了 ！ ！ ！ 这个 价格 真心 不值 ！
51,排队了好久 人气最旺 以为很好吃 实际真的好腻 也许是我们点的菜不对 以后不想再去的店 搞不懂为何那么火,0,排队 了 好久   人气 最旺   以为 很 好吃   实际 真的 好腻   也许 是 我们 点 的 菜 不 对   以后 不想 再 去 的 店   搞不懂 为何 那么 火
52,吃了太多次北李，就奔着锅包肉来的，因为有家乡的味道，可现在越来越偷工减料，肉小了，块儿少了，味道一般了，超级失望😞,0,吃 了 太 多次 北李 ， 就 奔 着 锅包肉 来 的 ， 因为 有 家乡 的 味道 ， 可 现在 越来越 偷工减料 ， 肉 小 了 ， 块儿 少 了 ， 味道 一般 了 ， 超级 失望 😞
53,菜品口味佳，环境很好，服务满意,1,菜品 口味 佳 ， 环境 很 好 ， 服务满意
54,最终爱的店，最爱的下午茶，最爱的娜娜和闺蜜约会继续，来大悦城必来的地方。大众点评点餐哦，有图，有购物车很方便✔樱桃蛋糕是新出的，乳酪的，樱花🌸有点咸✔抹茶蛋糕是千层的，依旧是最爱✔巧克力的原以为很大，其实很小。太甜了，齁嗓子✔最爱大杯的天空棉花糖饮料，每次两人都吃不完。记得一点要找服务员，打包带走哦！,1,最终 爱 的 店 ， 最爱 的 下午茶 ， 最爱 的 娜娜 和 闺蜜 约会 继续 ， 来 大悦 城必来 的 地方 。 大众 点评 点餐 哦 ， 有图 ， 有 购物车 很 方便 ✔ 樱桃 蛋糕 是 新出 的 ， 乳酪 的 ， 樱花 🌸 有点咸 ✔ 抹 茶 蛋糕 是 千层 的 ， 依旧 是 最 爱 ✔ 巧克力 的 原以为 很大 ， 其实 很小 。 太甜 了 ， 齁 嗓子 ✔ 最爱大杯 的 天空 棉花 糖 饮料 ， 每次 两人 都 吃不完 。 记得 一点 要 找 服务员 ， 打包带 走 哦 ！
55,作为东北菜来讲 味道还不错 中规中矩 价格略高 金牌烤蛏不错 推荐大拉皮,1,作为 东北菜 来讲   味道 还 不错   中规中矩   价格 略 高   金牌 烤 蛏 不错   推荐 大 拉皮
56,口味还行，就是贵，人很多，不经常去,1,口味 还 行 ， 就是 贵 ， 人 很多 ， 不 经常 去
57,饥饿营销的噱头。。味道比北京差远了，服务也很差,0,饥饿 营销 的 噱头 。 。 味道 比 北京 差远了 ， 服务 也 很 差
58,排了好久的队，味道可以，服务也不错,1,排 了 好久 的 队 ， 味道 可以 ， 服务 也 不错
59,第三次来，不知道是大悦城店服务口味都差了还是各分店都如此…华夫完全是绵软的，上次是酥脆的好吧？品质要有把控吧？旁边桌服务员正在帮客人点菜，我闺蜜跟服务员说了一句，麻烦加水…你就回一句，稍等一下不就得了？好么，那丑姐姐回头怒了，说，我正在和这位客人说话，您等会儿行吗？会说人话吗？,0,第三次 来 ， 不 知道 是 大悦 城店 服务 口味 都 差 了 还是 各 分店 都 如此 … 华夫 完全 是 绵软 的 ， 上次 是 酥脆 的 好 吧 ？ 品质 要 有 把 控 吧 ？ 旁边 桌 服务员 正在 帮 客人 点菜 ， 我 闺蜜 跟 服务员 说 了 一句 ， 麻烦 加水 … 你 就 回 一句 ， 稍等一下 不 就 得 了 ？ 好 么 ， 那丑 姐姐 回头 怒 了 ， 说 ， 我 正在 和 这位 客人 说话 ， 您 等会儿 行 吗 ？ 会 说 人话 吗 ？
